APthreshold.hoc:  ilow=20  istep=10  nsteps=35  verbosedata=0  useCellType=WT-2005  

Time (ms)	20 pA	30 pA	40 pA	50 pA	60 pA	70 pA	80 pA	90 pA	100 pA	110 pA	120 pA	130 pA	140 pA	150 pA	160 pA	170 pA	180 pA	190 pA	200 pA	210 pA	220 pA	230 pA	240 pA	250 pA	260 pA	270 pA	280 pA	290 pA	300 pA	310 pA	320 pA	330 pA	340 pA	350 pA	360 pA	
245.100000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710295	-48.618299	-47.469257	-46.203674	-44.574093	-44.117121	-49.446791	-41.296112	-43.735762	-74.655591	-48.967196	-43.359015	-41.782466	-42.858239	-47.243166	-59.012481	-77.194586	30.608453	-48.243482	-75.106335	-32.496496	-60.277621	-6.016007	-53.691072	-11.532872	-53.924085	-7.157258	
245.200000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710295	-48.618299	-47.469257	-46.203675	-44.574094	-44.091472	-49.174772	-41.152895	-43.585544	-73.885408	-48.538563	-43.085658	-41.466824	-42.507784	-46.718496	-58.040985	-76.650892	17.599463	-47.524694	-74.297256	-26.559662	-59.116969	-8.031816	-52.622203	-13.160822	-52.791196	-9.088482	
245.300000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710295	-48.618299	-47.469257	-46.203675	-44.574096	-44.066288	-48.914929	-41.001457	-43.437570	-73.069516	-48.128158	-42.815877	-41.142711	-42.158820	-46.214457	-57.094810	-76.026045	9.619093	-46.833147	-73.419124	0.121556	-57.975928	-9.809052	-51.584259	-14.889502	-51.688942	-10.833225	
245.400000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710295	-48.618299	-47.469258	-46.203676	-44.574097	-44.041557	-48.666689	-40.840333	-43.291486	-72.214672	-47.735159	-42.548078	-40.806601	-41.808882	-45.729809	-56.175225	-75.325921	4.277727	-46.167646	-72.478507	36.927990	-56.857523	-11.445481	-50.578081	-16.998630	-50.618559	-12.493157	
245.500000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710295	-48.618299	-47.469258	-46.203676	-44.574098	-44.017263	-48.429484	-40.666757	-43.146973	-71.327925	-47.358710	-42.280563	-40.452984	-41.454541	-45.263173	-55.283157	-74.555252	0.365084	-45.526746	-71.482861	30.203888	-55.764245	-13.038351	-49.604176	-20.350864	-49.580896	-14.191154	
245.600000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710295	-48.618299	-47.469258	-46.203676	-44.574100	-43.993393	-48.202781	-40.477771	-43.003739	-70.416352	-46.997965	-42.011826	-40.074722	-41.091658	-44.813098	-54.419238	-73.719371	-2.662088	-44.908688	-70.440259	17.149519	-54.698101	-14.713964	-48.662725	-29.614240	-48.576427	-16.137189	
245.700000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618299	-47.469258	-46.203677	-44.574101	-43.969908	-47.986075	-40.270180	-42.861402	-69.486838	-46.652091	-41.740172	-39.663265	-40.715842	-44.377982	-53.583842	-72.824567	-5.103618	-44.311400	-69.359070	9.187575	-53.660666	-16.721186	-47.753576	-56.508052	-47.605229	-18.880228	
245.800000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618299	-47.469258	-46.203677	-44.574102	-43.946745	-47.778875	-40.040203	-42.719253	-68.545899	-46.320202	-41.462875	-39.204290	-40.320231	-43.956070	-52.777121	-71.877980	-7.146644	-43.732371	-68.247661	3.872634	-52.653133	-19.782918	-46.876213	-72.446051	-46.666943	-24.806503	
245.900000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618299	-47.469258	-46.203677	-44.574104	-43.923865	-47.580679	-39.782669	-42.576662	-67.599558	-46.001458	-41.177154	-38.678184	-39.896473	-43.545541	-51.999029	-70.887331	-8.918479	-43.168576	-67.114148	-0.022793	-51.676348	-27.533992	-46.029697	-76.790668	-45.760678	-46.327968	
246.000000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618299	-47.469259	-46.203678	-44.574105	-43.901242	-47.391018	-39.488161	-42.433120	-66.653276	-45.695041	-40.880206	-38.051677	-39.432911	-43.144173	-51.249354	-69.860621	-10.512810	-42.616439	-65.966204	-3.042405	-50.730851	-53.068692	-45.212580	-77.657612	-44.884880	-68.687757	
246.100000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618299	-47.469259	-46.203678	-44.574106	-43.878860	-47.209460	-39.144379	-42.288166	-65.711904	-45.400038	-40.567731	-37.268151	-38.911386	-42.749807	-50.527733	-68.805834	-12.011335	-42.071410	-64.810924	-5.485298	-49.816889	-71.360981	-44.422765	-77.580832	-44.037120	-75.830953	
246.200000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618299	-47.469259	-46.203678	-44.574108	-43.856706	-47.035601	-38.734888	-42.141352	-64.779688	-45.115603	-40.233678	-36.215048	-38.304905	-42.359677	-49.833666	-67.730707	-13.499027	-41.528125	-63.654745	-7.538907	-48.934441	-76.589390	-43.657320	-77.194492	-43.213809	-77.448512	
246.300000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469259	-46.203679	-44.574109	-43.834769	-46.869054	-38.229959	-41.992225	-63.860274	-44.840964	-39.871381	-34.632100	-37.566461	-41.970753	-49.166536	-66.642543	-15.105079	-40.979339	-62.503408	-9.331531	-48.083211	-77.699623	-42.912217	-76.658985	-42.409755	-77.573672	
246.400000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469259	-46.203679	-44.574110	-43.813040	-46.709400	-37.580961	-41.840095	-62.956745	-44.575217	-39.470610	-31.716327	-36.608571	-41.579700	-48.525606	-65.548084	-17.094984	-40.416060	-61.361955	-10.961743	-47.262616	-77.704343	-42.181990	-76.017902	-41.617532	-77.250697	
246.500000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469259	-46.203680	-44.574112	-43.791510	-46.556246	-36.693755	-41.683658	-62.071663	-44.317440	-39.015703	-23.147621	-35.241577	-41.181832	-47.910028	-64.453438	-20.301142	-39.825393	-60.234749	-12.517347	-46.471756	-77.361944	-41.459161	-75.285147	-40.826479	-76.740534	
246.600000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469259	-46.203680	-44.574113	-43.770170	-46.409239	-35.360957	-41.521699	-61.207112	-44.066835	-38.484668	15.350893	-32.945861	-40.772198	-47.318847	-63.364041	-29.217639	-39.189212	-59.125509	-14.105492	-45.709358	-76.862711	-40.733306	-74.467393	-40.021072	-76.112094	
246.700000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469260	-46.203680	-44.574114	-43.749012	-46.268058	-32.992878	-41.353089	-60.364748	-43.822655	-37.838496	39.851781	-27.525598	-40.343634	-46.750986	-62.284651	-56.140251	-38.479549	-58.037358	-15.904660	-44.973704	-76.257601	-39.989660	-73.570294	-39.177851	-75.385873	
246.800000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469260	-46.203681	-44.574116	-43.728030	-46.132407	-26.876858	-41.176657	-59.545850	-43.583893	-37.009140	27.595496	-2.458381	-39.886839	-46.205249	-61.219378	-72.517296	-37.649447	-56.972874	-18.358356	-44.262542	-75.562252	-39.206450	-72.600197	-38.259141	-74.570174	
246.900000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469260	-46.203681	-44.574117	-43.707215	-46.002008	4.349982	-40.991111	-58.751360	-43.349545	-35.856289	16.182070	37.633717	-39.389009	-45.680321	-60.171707	-76.998912	-36.612371	-55.934145	-23.229717	-43.572926	-74.783557	-38.349186	-71.564465	-37.199087	-73.670907	
247.000000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469260	-46.203681	-44.574119	-43.686560	-45.876582	40.741625	-40.794543	-57.981934	-43.118763	-34.031449	9.051738	32.561135	-38.830339	-45.174715	-59.144556	-77.928540	-35.181902	-54.922822	-41.076659	-42.901010	-73.926936	-37.358709	-70.471323	-35.867316	-72.694330	
247.100000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469260	-46.203682	-44.574120	-43.666058	-45.755799	32.061052	-40.583540	-57.237974	-42.890776	-30.319173	4.114953	19.270103	-38.180290	-44.686837	-58.140317	-77.909945	-32.852725	-53.940162	-66.368538	-42.241861	-72.998368	-36.120598	-69.329553	-33.951492	-71.647697	
247.200000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469260	-46.203682	-44.574121	-43.645702	-45.639364	20.060876	-40.354434	-56.519670	-42.664452	-16.522351	0.441685	10.955627	-37.385869	-44.214841	-57.160915	-77.589856	-27.531172	-52.987084	-75.389290	-41.588985	-72.004830	-34.370987	-68.148157	-30.423326	-70.539215	
247.300000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469261	-46.203683	-44.574123	-43.625487	-45.527028	12.338832	-40.103166	-55.827029	-42.438437	28.757872	-2.422127	5.412640	-36.344937	-43.756767	-56.207855	-77.130345	-3.985006	-52.064196	-77.546821	-40.933644	-70.954189	-31.297385	-66.936057	-19.193436	-69.377760	
247.400000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469261	-46.203683	-44.574124	-43.605404	-45.418567	7.007547	-39.824651	-55.159903	-42.211568	37.858437	-4.738941	1.374934	-34.827390	-43.310317	-55.282274	-76.574879	36.005734	-51.171838	-77.849842	-40.264097	-69.854918	-22.612412	-65.701839	21.081555	-68.172536	
247.500000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469261	-46.203683	-44.574125	-43.585448	-45.313779	3.069465	-39.509801	-54.518016	-41.982774	23.914281	-6.675717	-1.729040	-32.157625	-42.872962	-54.384985	-75.936838	31.974378	-50.310101	-77.623808	-39.563421	-68.715766	13.715328	-64.453579	36.372984	-66.932751	
247.600000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618300	-47.469261	-46.203684	-44.574127	-43.565613	-45.212477	0.032158	-39.145912	-53.900985	-41.750684	14.060587	-8.345759	-4.212741	-25.052472	-42.441827	-53.516517	-75.222222	18.464297	-49.478851	-77.196734	-38.806082	-67.545450	37.645246	-63.198710	22.636536	-65.667345	
247.700000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618301	-47.469261	-46.203684	-44.574128	-43.545893	-45.114488	-2.388291	-38.716254	-53.308338	-41.513053	7.714662	-9.831984	-6.270305	8.131353	-42.013381	-52.677152	-74.435884	10.104785	-48.677733	-76.653546	-37.950960	-66.352404	25.343079	-61.943957	12.295345	-64.384784	
247.800000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618301	-47.469261	-46.203684	-44.574129	-43.526282	-45.019650	-4.372056	-38.190814	-52.739531	-41.267699	3.203838	-11.198442	-8.031099	39.359632	-41.583844	-51.866955	-73.583277	4.582833	-47.906175	-76.018426	-36.924410	-65.144585	13.980064	-60.695307	5.881630	-63.092911	
247.900000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618301	-47.469261	-46.203685	-44.574131	-43.506774	-44.927797	-6.039691	-37.520428	-52.193960	-41.012466	-0.203569	-12.506732	-9.586800	29.116998	-41.147941	-51.085801	-72.670824	0.565093	-47.163376	-75.300132	-35.575299	-63.929346	7.048960	-59.458017	1.373468	-61.798865	
248.000000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618301	-47.469262	-46.203685	-44.574132	-43.487363	-44.838688	-7.474058	-36.609402	-51.670975	-40.744621	-2.887983	-13.828034	-11.010010	16.896618	-40.699855	-50.333397	-71.705800	-2.530923	-46.448288	-74.504051	-33.522332	-62.713349	2.264965	-58.236632	-2.037296	-60.509040	
248.100000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618301	-47.469262	-46.203686	-44.574133	-43.468044	-44.752100	-8.735569	-35.246311	-51.169890	-40.459425	-5.077168	-15.270553	-12.364418	9.359812	-40.231118	-49.609295	-70.696063	-5.021060	-45.759573	-73.635595	-29.391741	-61.502539	-1.313451	-57.035037	-4.748197	-59.229075	
248.200000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618301	-47.469262	-46.203686	-44.574135	-43.448811	-44.667861	-9.868319	-32.826715	-50.689988	-40.151536	-6.919235	-17.072612	-13.726206	4.223631	-39.730959	-48.912901	-69.649741	-7.100575	-45.095568	-72.701080	-13.919524	-60.302138	-4.131385	-55.856502	-6.994553	-57.963884	
248.300000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618301	-47.469262	-46.203686	-44.574136	-43.429660	-44.585826	-10.907484	-26.543326	-50.230531	-39.814772	-8.515644	-19.950411	-15.206656	0.430944	-39.183213	-48.243487	-68.574943	-8.901655	-44.454232	-71.707780	29.022496	-59.116670	-6.445157	-54.703738	-8.931885	-56.717686	
248.400000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771452	-49.710296	-48.618301	-47.469262	-46.203687	-44.574138	-43.410585	-44.505872	-11.883485	5.015838	-49.790766	-39.438735	-9.941648	-27.595187	-17.048053	-2.514367	-38.564005	-47.600186	-67.479519	-10.521623	-43.833015	-70.663703	35.018259	-57.949999	-8.421038	-53.578950	-10.675183	-55.494065	
248.500000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710296	-48.618301	-47.469262	-46.203687	-44.574139	-43.391580	-44.427884	-12.826047	40.517732	-49.369927	-39.008468	-11.255556	-53.500947	-19.981750	-4.892904	-37.833157	-46.981987	-66.370875	-12.045074	-43.228818	-69.577269	20.818102	-56.805376	-10.177960	-52.483887	-12.324807	-54.296012	
248.600000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618301	-47.469263	-46.203687	-44.574140	-43.372641	-44.351759	-13.769744	31.608177	-48.967239	-38.502776	-12.514500	-71.803196	-27.795948	-6.881587	-36.919239	-46.387738	-65.255850	-13.561465	-42.637814	-68.457002	11.387434	-55.685497	-11.814055	-51.419888	-13.997321	-53.125989	
248.700000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618301	-47.469263	-46.203688	-44.574142	-43.353763	-44.277401	-14.764811	19.461029	-48.581933	-37.883827	-13.783098	-76.972227	-53.855863	-8.600104	-35.674558	-45.816110	-64.140633	-15.207021	-42.055137	-67.311253	5.373918	-54.592552	-13.430522	-50.387910	-15.882216	-51.985972	
248.800000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618301	-47.469263	-46.203688	-44.574143	-43.334940	-44.204719	-15.900979	11.722598	-48.213221	-37.086541	-15.159034	-78.097557	-71.890761	-10.136411	-33.727183	-45.265604	-63.030736	-17.271490	-41.474845	-66.147989	1.079315	-53.528282	-15.177169	-49.388557	-18.453371	-50.877495	
248.900000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618301	-47.469263	-46.203688	-44.574144	-43.316169	-44.133627	-17.379723	6.406465	-47.860339	-35.977342	-16.849823	-78.162043	-76.964342	-11.562085	-29.745675	-44.734520	-61.930988	-20.692445	-40.888910	-64.974631	-2.195385	-52.494022	-17.370762	-48.422078	-23.623118	-49.801679	
249.000000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618301	-47.469263	-46.203689	-44.574146	-43.297443	-44.064047	-19.820755	2.485872	-47.522512	-34.230014	-19.450872	-77.904923	-78.061991	-12.948789	-14.617770	-44.220901	-60.845555	-30.764047	-40.286954	-63.797960	-4.810458	-51.490743	-21.064772	-47.488356	-42.478085	-48.759239	
249.100000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469263	-46.203689	-44.574147	-43.278759	-43.995902	-26.236198	-0.538890	-47.198961	-30.737692	-25.788020	-77.509197	-78.113284	-14.386162	29.663892	-43.722569	-59.777977	-58.249573	-39.654255	-62.624063	-6.983265	-50.519088	-32.368551	-46.586857	-66.945550	-47.750478	
249.200000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469264	-46.203690	-44.574148	-43.260111	-43.929081	-50.495949	-2.953902	-46.888949	-18.321554	-49.394593	-77.022999	-77.844925	-16.039861	36.400319	-43.236942	-58.731218	-73.147407	-38.969037	-61.458316	-8.858815	-49.579390	-59.912499	-45.716557	-75.411166	-46.775232	
249.300000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469264	-46.203690	-44.574150	-43.241496	-43.863378	-70.902930	-4.939626	-46.591726	26.674970	-70.369701	-76.460547	-77.437217	-18.317960	22.234531	-42.761149	-57.707713	-77.116636	-38.197370	-60.305401	-10.543787	-48.671683	-73.513936	-44.875813	-77.401542	-45.832782	
249.400000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469264	-46.203690	-44.574151	-43.222907	-43.798640	-76.892775	-6.616499	-46.306519	38.707432	-76.653968	-75.827596	-76.937747	-22.821518	12.614165	-42.291700	-56.709423	-77.907787	-37.280060	-59.169332	-12.130554	-47.795699	-77.060222	-44.062189	-77.634259	-44.921700	
249.500000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469264	-46.203691	-44.574153	-43.204342	-43.734755	-78.245389	-8.068470	-46.032623	24.962213	-78.075011	-75.128410	-76.360667	-39.453352	6.450448	-41.824548	-55.737884	-77.843408	-36.101840	-58.053503	-13.720202	-46.950838	-77.719126	-43.272205	-77.354427	-44.039619	
249.600000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469264	-46.203691	-44.574154	-43.185795	-43.671639	-78.398678	-9.355672	-45.769360	14.853467	-78.225583	-74.367709	-75.711804	-65.665242	2.060116	-41.354717	-54.794259	-77.499045	-34.395092	-56.960740	-15.469417	-46.136127	-77.586316	-42.500964	-76.872026	-43.182896	
249.700000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469264	-46.203691	-44.574155	-43.167261	-43.609220	-78.204631	-10.525574	-45.515967	8.353940	-78.005163	-73.551128	-74.995539	-75.367105	-1.270862	-40.875902	-53.879385	-77.019734	-31.328410	-55.893350	-17.736735	-45.350146	-77.183002	-41.741615	-76.268055	-42.346118	
249.800000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469264	-46.203692	-44.574157	-43.148736	-43.547433	-77.871691	-11.616779	-45.271733	3.748895	-77.634859	-72.685159	-74.216735	-77.723465	-3.912234	-40.380150	-52.993805	-76.444751	-22.426671	-54.853181	-21.785563	-44.590917	-76.641852	-40.984555	-75.566033	-41.521354	
249.900000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469265	-46.203692	-44.574158	-43.130216	-43.486220	-77.453759	-12.666574	-45.036024	0.280602	-77.172090	-71.776915	-73.381179	-78.108017	-6.085746	-39.856298	-52.137813	-75.786478	15.114827	-53.841664	-35.294907	-43.855756	-75.999387	-40.216128	-74.774914	-40.696986	
250.000000	-57.961334	-56.941683	-55.921286	-54.899629	-53.875845	-52.848480	-51.815078	-50.771453	-49.710297	-48.618302	-47.469265	-46.203693	-44.574159	-43.111696	-43.425524	-76.966172	-13.718267	-44.808236	-2.442859	-76.633358	-70.833838	-72.495519	-77.945040	-7.937039	-39.288949	-51.311478	-75.050791	38.344528	-52.859867	-62.620554	-43.141093	-75.267657	-39.416059	-73.900582	-39.855715	
250.100000	-58.060689	-57.090716	-56.119998	-55.148021	-54.173919	-53.196240	-52.212532	-51.218616	-50.207195	-49.164985	-48.065821	-46.850293	-45.271559	-43.841536	-44.162887	-77.132989	-15.047825	-45.532676	-4.787876	-76.911818	-70.920332	-72.652821	-78.423429	-9.773761	-39.969367	-51.853064	-75.477505	25.545242	-53.393514	-74.991604	-44.033003	-75.868277	-40.264676	-74.509233	-40.777138	
250.200000	-58.155200	-57.232485	-56.309028	-55.384319	-54.457498	-53.527123	-52.590763	-51.644275	-50.680433	-49.686081	-48.635317	-47.469282	-45.943854	-44.550876	-44.875041	-77.062901	-16.504104	-46.223901	-6.633978	-76.905370	-70.884010	-72.644328	-78.445190	-11.291676	-40.622358	-52.353476	-75.587621	14.359222	-53.876248	-78.165033	-44.873507	-76.060757	-41.065712	-74.748796	-41.645851	
250.300000	-58.245105	-57.367346	-56.488854	-55.609122	-54.727305	-53.841983	-52.950765	-52.049582	-51.131343	-50.183150	-49.179621	-48.063056	-46.594602	-45.245179	-45.567066	-76.857711	-18.613808	-46.885942	-8.227641	-76.739392	-70.758481	-72.520000	-78.292386	-12.752016	-41.298946	-52.816541	-75.507377	7.445341	-54.313849	-78.894152	-45.672827	-76.023351	-41.871548	-74.762574	-42.504914	
250.400000	-58.330627	-57.495637	-56.659924	-55.822992	-54.984015	-54.141604	-53.293428	-52.435519	-51.560980	-50.657275	-49.699755	-48.632392	-47.223589	-45.923209	-46.238559	-76.566218	-23.044319	-47.520119	-9.643832	-76.473696	-70.567730	-72.313191	-78.050334	-14.253758	-42.010507	-53.245661	-75.304494	2.648730	-54.711387	-78.980488	-46.434099	-75.844598	-42.691762	-74.629987	-43.361136	
250.500000	-58.411981	-57.617677	-56.822665	-56.026462	-55.228262	-54.426718	-53.619567	-52.802972	-51.970264	-51.109345	-50.196442	-49.177544	-47.829719	-46.581934	-46.887693	-76.214791	-40.318040	-48.126831	-10.940798	-76.140199	-70.329338	-72.047096	-77.749899	-15.971466	-42.750266	-53.643874	-75.018326	-0.941404	-55.073305	-78.867900	-47.157884	-75.572572	-43.517963	-74.398123	-44.207021	
250.600000	-58.489370	-57.733772	-56.977483	-56.220035	-55.460646	-54.698015	-53.929959	-53.152784	-52.360075	-51.540211	-50.670385	-49.698813	-48.412032	-47.218546	-47.512780	-75.819543	-66.641341	-48.706410	-12.169621	-75.757993	-70.056488	-71.738433	-77.404726	-18.333981	-43.504996	-54.013904	-74.673593	-3.764827	-55.403508	-78.670989	-47.844398	-75.235810	-44.337331	-74.096799	-45.032445	
250.700000	-58.562988	-57.844211	-57.124763	-56.404190	-55.681738	-54.956155	-54.225345	-53.485759	-52.731252	-51.950704	-51.122316	-50.196627	-48.970008	-47.831140	-48.112727	-75.391528	-76.124557	-49.259326	-13.387683	-75.339822	-69.759247	-71.399617	-77.022560	-23.052476	-44.261143	-54.358205	-74.286991	-6.076892	-55.705426	-78.422020	-48.494220	-74.852775	-45.138373	-73.746092	-45.829135	
250.800000	-58.633017	-57.949269	-57.264871	-56.579383	-55.892083	-55.201769	-54.506430	-53.802670	-53.084621	-52.341668	-51.553026	-50.671582	-49.503608	-48.418662	-48.687109	-74.939087	-78.491547	-49.786253	-14.675029	-74.895041	-69.445410	-71.040093	-76.609068	-40.653888	-45.007332	-54.678983	-73.870540	-8.042859	-55.982075	-78.131371	-49.108381	-74.436378	-45.912715	-73.360269	-46.591679	
250.900000	-58.699633	-58.049209	-57.398154	-56.746049	-56.092200	-55.435455	-54.773891	-54.104267	-53.420986	-52.713932	-51.963327	-51.124385	-50.013114	-48.980733	-49.235971	-74.468953	-79.002804	-50.288016	-16.178754	-74.431014	-69.121076	-70.667179	-76.169196	-66.631052	-45.735105	-54.978227	-73.433333	-9.779362	-56.236108	-77.803448	-49.688272	-73.996238	-46.655093	-72.949934	-47.317214	
251.000000	-58.763002	-58.144278	-57.524946	-56.904601	-56.282583	-55.657786	-55.028377	-54.391268	-53.741121	-53.068319	-52.354065	-51.555827	-50.499084	-49.517506	-49.759732	-73.986780	-79.025170	-50.765538	-18.278060	-73.953803	-68.791049	-70.286614	-75.707636	-76.048077	-46.438740	-55.257730	-72.982502	-11.379148	-56.469861	-77.441238	-50.235485	-73.539876	-47.362723	-72.523242	-48.004770	
251.100000	-58.823282	-58.234715	-57.645560	-57.055434	-56.463702	-55.869309	-55.270510	-54.664359	-54.045782	-53.405637	-52.726070	-51.966734	-50.962218	-50.029441	-50.259043	-73.497405	-78.891479	-51.219803	-22.424660	-73.468525	-68.459120	-69.902929	-75.228938	-78.434909	-47.114791	-55.519106	-72.523778	-12.934020	-56.685390	-77.047709	-50.751721	-73.073350	-48.034606	-72.086611	-48.654633	
251.200000	-58.880625	-58.320745	-57.760299	-57.198922	-56.636006	-56.070547	-55.500880	-54.924203	-54.335693	-53.726663	-53.080172	-52.357965	-51.403335	-50.517244	-50.734700	-73.004993	-78.686835	-51.651815	-37.815521	-72.979537	-68.128284	-69.519717	-74.737488	-78.960555	-47.761500	-55.763815	-72.061823	-14.561544	-56.884511	-76.626190	-51.238705	-72.601634	-48.670917	-71.645174	-49.267858	
251.300000	-58.935172	-58.402582	-57.869448	-57.335422	-56.799922	-56.261995	-55.720053	-55.171433	-54.611550	-54.032157	-53.417184	-52.730365	-51.823288	-50.981734	-51.187590	-72.513118	-78.434874	-52.062578	-65.065511	-72.490552	-67.800897	-69.139816	-74.237442	-78.988028	-48.378249	-55.993171	-71.600449	-16.488746	-57.068824	-76.180397	-51.698137	-72.128836	-49.272549	-71.203059	-49.845956	
251.400000	-58.987060	-58.480430	-57.973278	-57.465273	-56.955858	-56.444127	-55.928568	-55.406652	-54.874020	-54.322848	-53.737889	-53.084778	-52.222972	-51.423820	-51.618640	-72.024818	-78.143133	-52.453087	-75.670880	-72.004712	-67.478800	-68.765464	-73.732664	-78.854337	-48.965195	-56.208364	-71.142771	-19.349794	-57.239744	-75.714333	-52.131662	-71.658357	-49.840827	-70.763600	-50.390670	
